TransactionID,OrderDate,CustomerName,StoreBranch,City,Country,ProductName,Category,UnitPrice_NGN,UnitCost_NGN,Quantity,TotalPrice_NGN,TotalCost_NGN,Profit_NGN
T000081,7/25/2025 15:43,Ahmed Abdul,Osogbo Supermarket,Osogbo,Nigeria,Bread - Small Loaf,Bakery,250,167,1,250,167,83
T001511,11/3/2025 16:27,Fatima Ogunbiyi,Osogbo Supermarket,Osogbo,Nigeria,Meat Pie,Bakery,500,261,1,500,261,239
T000259,8/25/2025 12:51,Chinelo Nwachukwu,Osogbo Supermarket,Osogbo,Nigeria,Sausage Roll,Bakery,450,325,1,450,325,125
T000216,1/8/2025 12:59,Temitope Olaoye,Osogbo Supermarket,Osogbo,Nigeria,Lays Chips 145g,Snacks,800,547,1,800,547,253
T001247,10/11/2025 15:46,Mohammed Idowu,Osogbo Supermarket,Osogbo,Nigeria,Milk (Peak 400g sachet),Dairy,500,277,1,500,277,223
T001644,2/18/2025 16:24,Opeyemi Okafor,Osogbo Supermarket,Osogbo,Nigeria,Bottled Water 75cl,Drinks,150,83,1,150,83,67
T000259,8/25/2025 12:51,Chinelo Nwachukwu,Osogbo Supermarket,Osogbo,Nigeria,Meat Pie,Bakery,500,261,1,500,261,239
T000069,2/19/2025 12:56,Nkechi Idowu,Osogbo Supermarket,Osogbo,Nigeria,Meat Pie,Bakery,500,261,3,1500,783,717
T001615,2/24/2025 20:59,Emeka Olawale,Osogbo Supermarket,Osogbo,Nigeria,Fanta 330ml (Can),Drinks,340,172,1,340,172,168
T000948,5/8/2025 13:18,Oluwakemi Ogunbiyi,Osogbo Supermarket,Osogbo,Nigeria,Sugar (1 kg),Groceries,900,564,1,900,564,336
T000881,1/14/2025 16:33,Ibrahim Abiola,Osogbo Supermarket,Osogbo,Nigeria,Eggs (6 pcs),Dairy,500,254,1,500,254,246
T001613,2/11/2025 18:56,Hassan Ogun,Osogbo Supermarket,Osogbo,Nigeria,Biscuit (200g),Snacks,350,231,1,350,231,119
T000108,3/30/2025 18:09,Chidi Achebe,Osogbo Supermarket,Osogbo,Nigeria,Biscuit (200g),Snacks,350,231,1,350,231,119
T001395,5/8/2025 11:36,Tunde Ogun,Osogbo Supermarket,Osogbo,Nigeria,Fanta 330ml (Can),Drinks,340,172,1,340,172,168
T001795,7/13/2025 9:10,Angel Eze,Osogbo Supermarket,Osogbo,Nigeria,Lays Chips 145g,Snacks,800,547,1,800,547,253
T000167,7/21/2025 17:29,Tunde Olawale,Osogbo Supermarket,Osogbo,Nigeria,Fanta 330ml (Can),Drinks,340,172,1,340,172,168
T000114,5/25/2025 15:26,Sola Ibrahim,Osogbo Supermarket,Osogbo,Nigeria,Bottled Water 75cl,Drinks,150,83,1,150,83,67
T000390,2/21/2025 13:41,Sunday Okafor,Osogbo Supermarket,Osogbo,Nigeria,Bottled Water 75cl,Drinks,150,83,1,150,83,67
T000207,3/10/2025 19:55,Nkechi Abdul,Osogbo Supermarket,Osogbo,Nigeria,Coca-Cola 330ml (Can),Drinks,360,205,1,360,205,155
T001372,9/26/2025 18:29,Mary Adewale,Osogbo Supermarket,Osogbo,Nigeria,Eggs (6 pcs),Dairy,500,254,1,500,254,246
T000071,7/3/2025 9:25,Ngozi Balogun,Osogbo Supermarket,Osogbo,Nigeria,Bread - Small Loaf,Bakery,250,167,1,250,167,83
T000824,7/4/2025 19:42,Adebayo Oladipo,Osogbo Supermarket,Osogbo,Nigeria,Sausage Roll,Bakery,450,325,1,450,325,125
T001483,10/12/2025 19:19,David Oladipo,Osogbo Supermarket,Osogbo,Nigeria,Sugar (1 kg),Groceries,900,564,1,900,564,336
T000708,7/5/2025 18:30,Ibrahim Achebe,Osogbo Supermarket,Osogbo,Nigeria,Eggs (6 pcs),Dairy,500,254,1,500,254,246
T000105,8/12/2025 18:25,Nkechi Bello,Osogbo Supermarket,Osogbo,Nigeria,Biscuits (assorted small pack),Snacks,180,119,1,180,119,61
T000654,6/28/2025 15:00,Amaka Oladipo,Osogbo Supermarket,Osogbo,Nigeria,Biscuits (assorted small pack),Snacks,180,119,1,180,119,61
T001537,7/23/2025 13:34,Ngozi Okonkwo,Osogbo Supermarket,Osogbo,Nigeria,Meat Pie,Bakery,500,261,1,500,261,239
T000818,5/14/2025 14:43,Obinna Okoye,Osogbo Supermarket,Osogbo,Nigeria,Bread - Small Loaf,Bakery,250,167,1,250,167,83
T001490,9/11/2025 20:27,Kunle Balogun,Osogbo Supermarket,Osogbo,Nigeria,Bottled Water 75cl,Drinks,150,83,1,150,83,67
T000042,7/30/2025 20:31,Mohammed Idowu,Osogbo Supermarket,Osogbo,Nigeria,Biscuit (200g),Snacks,350,231,1,350,231,119
T000905,8/15/2025 12:16,Chidi Achebe,Osogbo Supermarket,Osogbo,Nigeria,Lays Chips 145g,Snacks,800,547,1,800,547,253
T000084,10/8/2025 20:20,Oluwakemi Abiola,Osogbo Supermarket,Osogbo,Nigeria,Bread - Small Loaf,Bakery,250,167,1,250,167,83
T000242,10/11/2025 10:38,Ahmed Okafor,Osogbo Supermarket,Osogbo,Nigeria,Bread - Small Loaf,Bakery,250,167,1,250,167,83
T000446,8/21/2025 9:02,Emeka Olaoye,Osogbo Supermarket,Osogbo,Nigeria,Biscuits (assorted small pack),Snacks,180,119,1,180,119,61
T001279,4/15/2025 13:36,Ifeanyi Adedayo,Osogbo Supermarket,Osogbo,Nigeria,Coca-Cola 330ml (Can),Drinks,360,205,1,360,205,155
T000919,3/15/2025 16:04,Angel Gbadebo,Osogbo Supermarket,Osogbo,Nigeria,Biscuits (assorted small pack),Snacks,180,119,1,180,119,61
T000301,5/30/2025 18:50,Yetunde Bello,Osogbo Supermarket,Osogbo,Nigeria,Bottled Water 75cl,Drinks,150,83,1,150,83,67
T001614,9/20/2025 15:13,Bisi Ogunbiyi,Osogbo Supermarket,Osogbo,Nigeria,Meat Pie,Bakery,500,261,1,500,261,239
T000178,2/26/2025 12:01,Mary Eze,Osogbo Supermarket,Osogbo,Nigeria,Yoghurt (125g),Dairy,250,137,1,250,137,113
T001660,7/31/2025 19:23,Chioma Sambo,Osogbo Supermarket,Osogbo,Nigeria,Bottled Water 75cl,Drinks,150,83,1,150,83,67
T000212,6/4/2025 11:42,Ngozi Achebe,Osogbo Supermarket,Osogbo,Nigeria,Biscuits (assorted small pack),Snacks,180,119,1,180,119,61
T001186,2/26/2025 9:52,Fatima Adedayo,Osogbo Supermarket,Osogbo,Nigeria,Lays Chips 145g,Snacks,800,547,1,800,547,253
T000543,11/10/2025 19:43,Amaka Onwuka,Osogbo Supermarket,Osogbo,Nigeria,Sausage Roll,Bakery,450,325,1,450,325,125
T000076,3/16/2025 11:34,Ahmed Adewale,Osogbo Supermarket,Osogbo,Nigeria,Yoghurt (125g),Dairy,250,137,1,250,137,113
T000987,6/1/2025 12:31,Ahmed Usman,Osogbo Supermarket,Osogbo,Nigeria,Fanta 330ml (Can),Drinks,340,172,1,340,172,168
T000156,4/26/2025 14:33,Bisi Adewale,Osogbo Supermarket,Osogbo,Nigeria,Bottled Water 75cl,Drinks,150,83,1,150,83,67
T001499,2/16/2025 19:25,Angel Okoye,Osogbo Supermarket,Osogbo,Nigeria,Eggs (6 pcs),Dairy,500,254,1,500,254,246
T001583,8/17/2025 9:47,Obinna Olawale,Osogbo Supermarket,Osogbo,Nigeria,Eggs (6 pcs),Dairy,500,254,1,500,254,246
T001795,7/13/2025 9:10,Angel Eze,Osogbo Supermarket,Osogbo,Nigeria,Bottled Water 75cl,Drinks,150,83,2,300,166,134
T000796,3/20/2025 10:19,Ibrahim Okafor,Osogbo Supermarket,Osogbo,Nigeria,Milk (Peak 400g sachet),Dairy,500,277,1,500,277,223
T001100,6/10/2025 11:59,Yetunde Ibrahim,Osogbo Supermarket,Osogbo,Nigeria,Milk (Peak 400g sachet),Dairy,500,277,1,500,277,223
T001685,2/11/2025 15:45,Ifeanyi Okoye,Osogbo Supermarket,Osogbo,Nigeria,Sausage Roll,Bakery,450,325,1,450,325,125
T000247,4/18/2025 16:51,Tunde Adedayo,Osogbo Supermarket,Osogbo,Nigeria,Milk (Peak 400g sachet),Dairy,500,277,1,500,277,223
T000270,6/14/2025 12:48,Chidi Iroanya,Osogbo Supermarket,Osogbo,Nigeria,Biscuits (assorted small pack),Snacks,180,119,1,180,119,61
T000557,7/14/2025 9:49,Nkechi Usman,Osogbo Supermarket,Osogbo,Nigeria,Yoghurt (125g),Dairy,250,137,1,250,137,113
T001665,2/16/2025 20:31,Sunday Okonkwo,Osogbo Supermarket,Osogbo,Nigeria,Sausage Roll,Bakery,450,325,1,450,325,125
T001163,4/26/2025 11:05,Temitope Olaoye,Osogbo Supermarket,Osogbo,Nigeria,Meat Pie,Bakery,500,261,1,500,261,239
T000910,4/18/2025 16:14,Aisha Oladipo,Osogbo Supermarket,Osogbo,Nigeria,Eggs (6 pcs),Dairy,500,254,1,500,254,246
T000672,8/29/2025 20:49,Temitope Eze,Osogbo Supermarket,Osogbo,Nigeria,Tomato (1kg),Produce,900,456,1,900,456,444
T000123,8/16/2025 18:18,Nkechi Abiola,Osogbo Supermarket,Osogbo,Nigeria,Bottled Water 75cl,Drinks,150,83,1,150,83,67
T001424,6/3/2025 13:55,Emeka Okafor,Osogbo Supermarket,Osogbo,Nigeria,Bottled Water 75cl,Drinks,150,83,1,150,83,67
T001844,7/19/2025 15:56,Susan Okoye,Osogbo Supermarket,Osogbo,Nigeria,Meat Pie,Bakery,500,261,1,500,261,239
T000043,1/19/2025 16:05,Aisha Onwuka,Osogbo Supermarket,Osogbo,Nigeria,Meat Pie,Bakery,500,261,1,500,261,239
T000364,5/4/2025 9:51,Mohammed Olatunde,Osogbo Supermarket,Osogbo,Nigeria,Yoghurt (125g),Dairy,250,137,1,250,137,113
T001103,1/30/2025 20:50,Adebayo Oladipo,Osogbo Supermarket,Osogbo,Nigeria,Lays Chips 145g,Snacks,800,547,1,800,547,253
T001289,10/26/2025 12:40,Nkechi Abdul,Osogbo Supermarket,Osogbo,Nigeria,Biscuits (assorted small pack),Snacks,180,119,1,180,119,61
T000612,8/21/2025 17:57,David Gbadebo,Osogbo Supermarket,Osogbo,Nigeria,Meat Pie,Bakery,500,261,1,500,261,239
T001258,10/4/2025 20:02,Mohammed Olatunde,Osogbo Supermarket,Osogbo,Nigeria,Biscuits (assorted small pack),Snacks,180,119,1,180,119,61
T001884,4/23/2025 15:15,Obinna Abdul,Osogbo Supermarket,Osogbo,Nigeria,Bottled Water 75cl,Drinks,150,83,1,150,83,67
T000690,3/31/2025 20:44,Adebayo Ogun,Osogbo Supermarket,Osogbo,Nigeria,Bottled Water 75cl,Drinks,150,83,1,150,83,67
T001211,4/13/2025 16:30,Ifeanyi Bello,Osogbo Supermarket,Osogbo,Nigeria,Coca-Cola 330ml (Can),Drinks,360,205,1,360,205,155
T001139,8/19/2025 11:11,Kunle Abiola,Osogbo Supermarket,Osogbo,Nigeria,Sugar (1 kg),Groceries,900,564,1,900,564,336
T001292,3/1/2025 11:29,Sunday Sambo,Osogbo Supermarket,Osogbo,Nigeria,Coca-Cola 330ml (Can),Drinks,360,205,1,360,205,155
T001707,1/27/2025 17:37,Obinna Eze,Osogbo Supermarket,Osogbo,Nigeria,Biscuits (assorted small pack),Snacks,180,119,1,180,119,61
T000721,2/19/2025 10:58,Mohammed Olawale,Osogbo Supermarket,Osogbo,Nigeria,Meat Pie,Bakery,500,261,1,500,261,239
T000730,5/29/2025 15:12,Opeyemi Eze,Osogbo Supermarket,Osogbo,Nigeria,Biscuit (200g),Snacks,350,231,1,350,231,119
T000480,8/30/2025 18:21,Amaka Okonkwo,Osogbo Supermarket,Osogbo,Nigeria,Fanta 330ml (Can),Drinks,340,172,1,340,172,168
T001577,1/26/2025 20:05,Chidi Ogunleye,Osogbo Supermarket,Osogbo,Nigeria,Meat Pie,Bakery,500,261,1,500,261,239
T001867,3/3/2025 13:53,Angel Ogunbiyi,Osogbo Supermarket,Osogbo,Nigeria,Meat Pie,Bakery,500,261,1,500,261,239
T001835,11/2/2025 17:59,Ahmed Onwuka,Osogbo Supermarket,Osogbo,Nigeria,Milk (Peak 400g sachet),Dairy,500,277,1,500,277,223
T001544,5/28/2025 17:10,Amaka Afolabi,Osogbo Supermarket,Osogbo,Nigeria,Lays Chips 145g,Snacks,800,547,1,800,547,253
T001196,8/31/2025 14:15,Temitope Emmanuel,Osogbo Supermarket,Osogbo,Nigeria,Yoghurt (125g),Dairy,250,137,1,250,137,113
T000688,5/26/2025 16:10,Opeyemi Ogunbiyi,Osogbo Supermarket,Osogbo,Nigeria,Biscuits (assorted small pack),Snacks,180,119,1,180,119,61
T000922,3/31/2025 15:15,Angel Balogun,Osogbo Supermarket,Osogbo,Nigeria,Fanta 330ml (Can),Drinks,340,172,1,340,172,168
T001496,10/18/2025 11:01,Ibrahim Abiola,Osogbo Supermarket,Osogbo,Nigeria,Biscuits (assorted small pack),Snacks,180,119,1,180,119,61
T001671,6/22/2025 11:56,Mary Emmanuel,Osogbo Supermarket,Osogbo,Nigeria,Bottled Water 75cl,Drinks,150,83,1,150,83,67
T000815,6/23/2025 18:54,Susan Okonkwo,Osogbo Supermarket,Osogbo,Nigeria,Yoghurt (125g),Dairy,250,137,1,250,137,113
T000612,8/21/2025 17:57,David Gbadebo,Osogbo Supermarket,Osogbo,Nigeria,Lays Chips 145g,Snacks,800,547,1,800,547,253
T000301,5/30/2025 18:50,Yetunde Bello,Osogbo Supermarket,Osogbo,Nigeria,Indomie Noodles (1 pack),Groceries,200,121,1,200,121,79
T001434,4/14/2025 12:42,Ifeanyi Afolabi,Osogbo Supermarket,Osogbo,Nigeria,Sugar (1 kg),Groceries,900,564,1,900,564,336
T000708,7/5/2025 18:30,Ibrahim Achebe,Osogbo Supermarket,Osogbo,Nigeria,Bread - Small Loaf,Bakery,250,167,1,250,167,83
T001090,10/11/2025 20:53,Chioma Olawale,Osogbo Supermarket,Osogbo,Nigeria,Bread - Small Loaf,Bakery,250,167,1,250,167,83
T000333,5/2/2025 14:20,Hassan Olaoye,Osogbo Supermarket,Osogbo,Nigeria,Tomato (1kg),Produce,900,456,1,900,456,444
T001240,7/2/2025 12:28,Angel Afolabi,Osogbo Supermarket,Osogbo,Nigeria,Lays Chips 145g,Snacks,800,547,1,800,547,253
T001454,7/14/2025 18:52,Obinna Eze,Osogbo Supermarket,Osogbo,Nigeria,Lays Chips 145g,Snacks,800,547,1,800,547,253
T000032,5/26/2025 16:30,Mary Eze,Osogbo Supermarket,Osogbo,Nigeria,Bread - Small Loaf,Bakery,250,167,1,250,167,83
T000665,4/10/2025 19:22,Tunde Bello,Osogbo Supermarket,Osogbo,Nigeria,Bottled Water 75cl,Drinks,150,83,1,150,83,67
T000535,2/13/2025 10:47,Oluwakemi Afolabi,Osogbo Supermarket,Osogbo,Nigeria,Bottled Water 75cl,Drinks,150,83,1,150,83,67
T001594,4/28/2025 20:37,Temitope Onwuka,Osogbo Supermarket,Osogbo,Nigeria,Biscuits (assorted small pack),Snacks,180,119,1,180,119,61
T001766,9/25/2025 13:36,Fatima Gbadebo,Osogbo Supermarket,Osogbo,Nigeria,Milk (Peak 400g sachet),Dairy,500,277,1,500,277,223
T001649,6/24/2025 19:37,Ngozi Ibe,Osogbo Supermarket,Osogbo,Nigeria,Sugar (1 kg),Groceries,900,564,1,900,564,336
T001723,3/26/2025 13:21,Ifeanyi Ibe,Osogbo Supermarket,Osogbo,Nigeria,Coca-Cola 330ml (Can),Drinks,360,205,1,360,205,155
T001443,8/20/2025 20:09,Oluwakemi Onwuka,Osogbo Supermarket,Osogbo,Nigeria,Yoghurt (125g),Dairy,250,137,1,250,137,113
T000851,6/15/2025 13:24,Fatima Olawale,Osogbo Supermarket,Osogbo,Nigeria,Meat Pie,Bakery,500,261,1,500,261,239
T001157,11/8/2025 19:04,Nkechi Olaoye,Osogbo Supermarket,Osogbo,Nigeria,Fanta 330ml (Can),Drinks,340,172,1,340,172,168
T000930,3/5/2025 17:47,Ibrahim Balogun,Osogbo Supermarket,Osogbo,Nigeria,Bottled Water 75cl,Drinks,150,83,1,150,83,67
T000190,3/31/2025 15:56,Aisha Ogunbiyi,Osogbo Supermarket,Osogbo,Nigeria,Sugar (1 kg),Groceries,900,564,1,900,564,336
T001187,3/17/2025 10:06,Yetunde Bello,Osogbo Supermarket,Osogbo,Nigeria,Sausage Roll,Bakery,450,325,1,450,325,125
T001630,10/4/2025 19:10,Amaka Usman,Osogbo Supermarket,Osogbo,Nigeria,Meat Pie,Bakery,500,261,1,500,261,239
T001660,7/31/2025 19:23,Chioma Sambo,Osogbo Supermarket,Osogbo,Nigeria,Sugar (1 kg),Groceries,900,564,1,900,564,336
T000440,10/24/2025 15:49,Amaka Sambo,Osogbo Supermarket,Osogbo,Nigeria,Sugar (1 kg),Groceries,900,564,1,900,564,336
T001414,4/16/2025 12:09,Chinelo Onwuka,Osogbo Supermarket,Osogbo,Nigeria,Coca-Cola 330ml (Can),Drinks,360,205,1,360,205,155
T000656,8/26/2025 19:42,David Oladipo,Osogbo Supermarket,Osogbo,Nigeria,Milk (Peak 400g sachet),Dairy,500,277,1,500,277,223
T001813,5/6/2025 15:22,Sunday Nwachukwu,Osogbo Supermarket,Osogbo,Nigeria,Lays Chips 145g,Snacks,800,547,1,800,547,253
T000913,8/6/2025 19:48,David Olawale,Osogbo Supermarket,Osogbo,Nigeria,Biscuits (assorted small pack),Snacks,180,119,1,180,119,61
T001288,4/17/2025 20:11,Obinna Nwachukwu,Osogbo Supermarket,Osogbo,Nigeria,Biscuits (assorted small pack),Snacks,180,119,1,180,119,61
T000238,5/7/2025 20:04,Yetunde Ibe,Osogbo Supermarket,Osogbo,Nigeria,Bread - Small Loaf,Bakery,250,167,1,250,167,83
T000642,2/6/2025 9:47,Opeyemi Onwuka,Osogbo Supermarket,Osogbo,Nigeria,Sugar (1 kg),Groceries,900,564,1,900,564,336
T001359,4/2/2025 12:23,Chidi Ogun,Osogbo Supermarket,Osogbo,Nigeria,Meat Pie,Bakery,500,261,1,500,261,239
T000743,8/29/2025 18:01,Sola Olatunde,Osogbo Supermarket,Osogbo,Nigeria,Bottled Water 75cl,Drinks,150,83,1,150,83,67
T000460,6/7/2025 18:22,Kunle Ibrahim,Osogbo Supermarket,Osogbo,Nigeria,Sausage Roll,Bakery,450,325,1,450,325,125
T000788,3/17/2025 10:22,Mary Okoye,Osogbo Supermarket,Osogbo,Nigeria,Eggs (6 pcs),Dairy,500,254,1,500,254,246
T001291,2/27/2025 13:26,Kunle Olaoye,Osogbo Supermarket,Osogbo,Nigeria,Meat Pie,Bakery,500,261,1,500,261,239
T000333,5/2/2025 14:20,Hassan Olaoye,Osogbo Supermarket,Osogbo,Nigeria,Biscuit (200g),Snacks,350,231,1,350,231,119
T001035,3/24/2025 11:22,Angel Sambo,Osogbo Supermarket,Osogbo,Nigeria,Milk (Peak 400g sachet),Dairy,500,277,1,500,277,223
T000396,5/8/2025 16:22,Temitope Emmanuel,Osogbo Supermarket,Osogbo,Nigeria,Sugar (1 kg),Groceries,900,564,1,900,564,336
T000512,4/30/2025 14:35,Obinna Okonkwo,Osogbo Supermarket,Osogbo,Nigeria,Coca-Cola 330ml (Can),Drinks,360,205,1,360,205,155
T000139,4/13/2025 9:20,Emeka Adewale,Osogbo Supermarket,Osogbo,Nigeria,Bottled Water 75cl,Drinks,150,83,1,150,83,67
T000438,10/3/2025 12:16,Bisi Olaoye,Osogbo Supermarket,Osogbo,Nigeria,Milk (Peak 400g sachet),Dairy,500,277,1,500,277,223
T001056,10/28/2025 19:52,Temitope Olaoye,Osogbo Supermarket,Osogbo,Nigeria,Fanta 330ml (Can),Drinks,340,172,1,340,172,168
T001233,1/29/2025 9:49,Amaka Abdul,Osogbo Supermarket,Osogbo,Nigeria,Meat Pie,Bakery,500,261,1,500,261,239
T000541,10/12/2025 13:14,Obinna Sambo,Osogbo Supermarket,Osogbo,Nigeria,Sugar (1 kg),Groceries,900,564,1,900,564,336
T001363,8/21/2025 9:31,David Afolabi,Osogbo Supermarket,Osogbo,Nigeria,Sausage Roll,Bakery,450,325,1,450,325,125
T001858,3/2/2025 16:48,Opeyemi Balogun,Osogbo Supermarket,Osogbo,Nigeria,Biscuit (200g),Snacks,350,231,1,350,231,119
T001732,9/7/2025 14:09,Amaka Usman,Osogbo Supermarket,Osogbo,Nigeria,Lays Chips 145g,Snacks,800,547,1,800,547,253
T001375,10/21/2025 16:13,Emeka Afolabi,Osogbo Supermarket,Osogbo,Nigeria,Bottled Water 75cl,Drinks,150,83,1,150,83,67
T000473,6/25/2025 10:35,Angel Balogun,Osogbo Supermarket,Osogbo,Nigeria,Coca-Cola 330ml (Can),Drinks,360,205,1,360,205,155
T001272,6/13/2025 11:09,Amaka Usman,Osogbo Supermarket,Osogbo,Nigeria,Yoghurt (125g),Dairy,250,137,1,250,137,113
T000131,2/20/2025 20:41,Ibrahim Iroanya,Osogbo Supermarket,Osogbo,Nigeria,Biscuit (200g),Snacks,350,231,1,350,231,119
T001399,9/24/2025 16:55,Temitope Emmanuel,Osogbo Supermarket,Osogbo,Nigeria,Bottled Water 75cl,Drinks,150,83,1,150,83,67
T001349,7/3/2025 13:10,Susan Okonkwo,Osogbo Supermarket,Osogbo,Nigeria,Biscuit (200g),Snacks,350,231,1,350,231,119
T001040,5/2/2025 9:43,Sunday Okonkwo,Osogbo Supermarket,Osogbo,Nigeria,Sausage Roll,Bakery,450,325,1,450,325,125
T001388,9/9/2025 12:24,Nkechi Idowu,Osogbo Supermarket,Osogbo,Nigeria,Eggs (6 pcs),Dairy,500,254,1,500,254,246
T000614,5/1/2025 16:11,Amaka Ogunbiyi,Osogbo Supermarket,Osogbo,Nigeria,Sausage Roll,Bakery,450,325,1,450,325,125
T000420,10/1/2025 9:40,Aisha Gbadebo,Osogbo Supermarket,Osogbo,Nigeria,Coca-Cola 330ml (Can),Drinks,360,205,1,360,205,155
T000702,8/16/2025 20:26,Emeka Ogunleye,Osogbo Supermarket,Osogbo,Nigeria,Fanta 330ml (Can),Drinks,340,172,1,340,172,168
T001344,10/27/2025 15:09,Nkechi Idowu,Osogbo Supermarket,Osogbo,Nigeria,Milk (Peak 400g sachet),Dairy,500,277,1,500,277,223
T001194,1/1/2025 9:16,Fatima Adewale,Osogbo Supermarket,Osogbo,Nigeria,Milk (Peak 400g sachet),Dairy,500,277,1,500,277,223
T001238,4/3/2025 13:02,Angel Okoye,Osogbo Supermarket,Osogbo,Nigeria,Bottled Water 75cl,Drinks,150,83,1,150,83,67
T000630,9/9/2025 12:39,Chidi Iroanya,Osogbo Supermarket,Osogbo,Nigeria,Bottled Water 75cl,Drinks,150,83,1,150,83,67
T000174,7/21/2025 14:50,Sola Ibrahim,Osogbo Supermarket,Osogbo,Nigeria,Meat Pie,Bakery,500,261,1,500,261,239
T000851,6/15/2025 13:24,Fatima Olawale,Osogbo Supermarket,Osogbo,Nigeria,Coca-Cola 330ml (Can),Drinks,360,205,1,360,205,155
T000176,11/12/2025 20:53,Tunde Sambo,Osogbo Supermarket,Osogbo,Nigeria,Biscuits (assorted small pack),Snacks,180,119,1,180,119,61
T000584,11/1/2025 10:21,Susan Okonkwo,Osogbo Supermarket,Osogbo,Nigeria,Bottled Water 75cl,Drinks,150,83,1,150,83,67
T001675,8/21/2025 17:37,Ngozi Balogun,Osogbo Supermarket,Osogbo,Nigeria,Tomato (1kg),Produce,900,456,1,900,456,444
T001118,10/23/2025 9:23,Tunde Oladipo,Osogbo Supermarket,Osogbo,Nigeria,Bottled Water 75cl,Drinks,150,83,1,150,83,67
T000006,10/22/2025 15:30,Ibrahim Sambo,Osogbo Supermarket,Osogbo,Nigeria,Eggs (6 pcs),Dairy,500,254,1,500,254,246
T001372,9/26/2025 18:29,Mary Adewale,Osogbo Supermarket,Osogbo,Nigeria,Fanta 330ml (Can),Drinks,340,172,1,340,172,168
T000359,3/25/2025 18:49,Mary Afolabi,Osogbo Supermarket,Osogbo,Nigeria,Lays Chips 145g,Snacks,800,547,1,800,547,253
T000097,9/29/2025 12:24,David Ibrahim,Osogbo Supermarket,Osogbo,Nigeria,Bread - Small Loaf,Bakery,250,167,1,250,167,83
T001768,5/8/2025 18:54,Obinna Eze,Osogbo Supermarket,Osogbo,Nigeria,Bread - Small Loaf,Bakery,250,167,1,250,167,83
T000140,7/8/2025 15:56,Angel Gbadebo,Osogbo Supermarket,Osogbo,Nigeria,Biscuits (assorted small pack),Snacks,180,119,1,180,119,61
T001757,6/12/2025 12:19,Opeyemi Idowu,Osogbo Supermarket,Osogbo,Nigeria,Fanta 330ml (Can),Drinks,340,172,1,340,172,168
T000609,2/6/2025 19:01,Amaka Afolabi,Osogbo Supermarket,Osogbo,Nigeria,Eggs (6 pcs),Dairy,500,254,1,500,254,246
T000875,1/13/2025 18:51,Ibrahim Iroanya,Osogbo Supermarket,Osogbo,Nigeria,Coca-Cola 330ml (Can),Drinks,360,205,1,360,205,155
T001564,7/9/2025 10:11,Sola Afolabi,Osogbo Supermarket,Osogbo,Nigeria,Sausage Roll,Bakery,450,325,1,450,325,125
T001201,8/15/2025 20:20,Susan Afolabi,Osogbo Supermarket,Osogbo,Nigeria,Bottled Water 75cl,Drinks,150,83,1,150,83,67
T000941,4/15/2025 19:02,David Ogunbiyi,Osogbo Supermarket,Osogbo,Nigeria,Biscuits (assorted small pack),Snacks,180,119,1,180,119,61
T001591,9/23/2025 16:51,Temitope Iroanya,Osogbo Supermarket,Osogbo,Nigeria,Biscuit (200g),Snacks,350,231,1,350,231,119
T001578,1/4/2025 10:11,Sola Ogunleye,Osogbo Supermarket,Osogbo,Nigeria,Sausage Roll,Bakery,450,325,1,450,325,125
T001836,8/1/2025 9:56,Mary Afolabi,Osogbo Supermarket,Osogbo,Nigeria,Bread - Small Loaf,Bakery,250,167,1,250,167,83
T001198,5/14/2025 13:38,Obinna Ojo,Osogbo Supermarket,Osogbo,Nigeria,Indomie Noodles (1 pack),Groceries,200,121,1,200,121,79
T000189,5/27/2025 19:03,Obinna Olawale,Osogbo Supermarket,Osogbo,Nigeria,Biscuit (200g),Snacks,350,231,1,350,231,119
T000330,9/7/2025 19:20,Chioma Okoye,Osogbo Supermarket,Osogbo,Nigeria,Sausage Roll,Bakery,450,325,1,450,325,125
T000660,2/6/2025 12:46,Ifeanyi Okoye,Osogbo Supermarket,Osogbo,Nigeria,Milk (Peak 400g sachet),Dairy,500,277,1,500,277,223
T001546,9/23/2025 17:01,Opeyemi Ogunbiyi,Osogbo Supermarket,Osogbo,Nigeria,Indomie Noodles (1 pack),Groceries,200,121,1,200,121,79
T001653,4/14/2025 11:19,Fatima Ogunbiyi,Osogbo Supermarket,Osogbo,Nigeria,Biscuits (assorted small pack),Snacks,180,119,1,180,119,61
T000931,1/25/2025 19:51,Hassan Gbadebo,Osogbo Supermarket,Osogbo,Nigeria,Bread - Small Loaf,Bakery,250,167,1,250,167,83
T001597,7/19/2025 12:50,Ngozi Balogun,Osogbo Supermarket,Osogbo,Nigeria,Biscuit (200g),Snacks,350,231,1,350,231,119
T000195,1/4/2025 13:24,Chinelo Abiola,Osogbo Supermarket,Osogbo,Nigeria,Meat Pie,Bakery,500,261,1,500,261,239
T001019,1/25/2025 11:20,Yetunde Achebe,Osogbo Supermarket,Osogbo,Nigeria,Meat Pie,Bakery,500,261,1,500,261,239
T001134,4/24/2025 13:12,Opeyemi Idowu,Osogbo Supermarket,Osogbo,Nigeria,Milk (Peak 400g sachet),Dairy,500,277,1,500,277,223
T000739,4/1/2025 17:42,Yetunde Bello,Osogbo Supermarket,Osogbo,Nigeria,Biscuit (200g),Snacks,350,231,1,350,231,119
